content_id,content_old_id,content_name,content_description,views,reads,date_Data
46292,8765,Challenges and Best Practices for Managing Anemia in Non-dialysis Chronic Kidney Disease,"Chronic kidney disease (CKD) is extremely common and has emerged as one of the leading non-communicable causes of death worldwide. It has been substantiated that approximately 1 in 10 individuals are affected by CKD. Anemia is a common complication in CKD, and is associated with a reduced quality of life, and an increased morbidity and mortality.[1]&nbsp;In CKD, anemia develops when the glomerular filtration rate (GFR) decreases to &lt; 60 mL/min/1.73 m2. With CKD disease progression, the prevalence of anemia increases. Common symptoms of anemia in CKD include dyspnea, fatigue, generalized weakness, headache, decreased concentration, dizziness, and reduced exercise tolerance. Moreover, up to 60% of patients with non-dialysis dependent CKD develop anemia and around 50% of patients with non-dialysis dependent CKD have iron deficiency.Reference(s):1.&nbsp;https://pmc.ncbi.nlm.nih.gov/articles/PMC8032930/",102,36,"0,0,0,0,0,0,0"
46296,8766,Nephrotic Syndrome and CKD,"Nephrotic syndrome (NS) is a clinical condition characterized by significant proteinuria (&gt;40 mg/m²/hour or &gt;3 g/day), leading to hypoalbuminemia (&lt;30 g/L), hyperlipidemia, and edema. Primary causes include minimal change disease, focal segmental glomerulosclerosis, membranous nephropathy, and hereditary nephropathies, while secondary causes include diabetes mellitus, lupus, vasculitis, and infections such as hepatitis B and HIV. In children, minimal change disease is the most frequent cause. Edema is the hallmark clinical feature of NS. Initial treatment typically involves corticosteroids, with a 12-week Prednisone regimen: 60 mg/m²/day for 4 weeks, then 40 mg/m² on alternate days for another 4 weeks, followed by a taper of 5–10 mg/m² per week over 4 weeks. Thorough clinical assessment, including height, weight, blood pressure, and infection screening, is essential before initiating therapy. Patient education and adherence are critical for managing this chronic condition and preventing complications, particularly in outpatient settings where pharmacists can play a key role in supporting compliance.[1]Reference(s):1.&nbsp;https://www.ncbi.nlm.nih.gov/books/NBK470444/",1258,392,"0,0,0,0,0,0,0"
46440,8882,Challenges and Best Practices for Managing Anemia in Non-Dialysis Chronic Kidney Disease,"Chronic kidney disease (CKD) is extremely common and has emerged as one of the leading non-communicable causes of death worldwide. It has been substantiated that approximately 1 in 10 individuals are affected by CKD. Anemia is a common complication in CKD, and is associated with a reduced quality of life, and an increased morbidity and mortality.[1]&nbsp;In CKD, anemia develops when the glomerular filtration rate (GFR) decreases to &lt; 60 mL/min/1.73 m2. With CKD disease progression, the prevalence of anemia increases. Common symptoms of anemia in CKD include dyspnea, fatigue, generalized weakness, headache, decreased concentration, dizziness, and reduced exercise tolerance. Moreover, up to 60% of patients with non-dialysis dependent CKD develop anemia and around 50% of patients with non-dialysis dependent CKD have iron deficiency.Reference(s):1.&nbsp;https://pmc.ncbi.nlm.nih.gov/articles/PMC8032930/&nbsp;",173,58,"0,0,0,0,0,0,0"
46443,8885,Anemia in Chronic Kidney Disease,"Anemia is a common complication of chronic kidney disease (CKD).[1]&nbsp;Anemia refers to a decrease in the number of RBCs or the amount of hemoglobin in the blood. It is relatively uncommon in stages 1-2 of CKD; however, almost 90% of patients with a glomerular filtration rate (GFR) less than 30 mL/min are anemic. Also, the prevalence of anemia in CKD increases as the CKD stage increases. For the evaluation of anemia in CKD, the initial tests must include a variety of tests, including complete blood count (CBC), serum ferritin, serum transferrin saturation (TSAT), absolute reticulocyte count, serum vitamin B12 and folate levels. Iron therapy is a commonly adopted approach for the treatment of anemia in CKD.[2]Reference(s):1.&nbsp;https://pmc.ncbi.nlm.nih.gov/articles/PMC11200696/&nbsp;2.&nbsp;https://pmc.ncbi.nlm.nih.gov/articles/PMC7863960/",713,234,"0,0,0,0,0,0,0"
46445,8887,Urinary Tract Infections in Renal Insufficiency,"Urinary tract infections (UTIs) are amongst the most frequent bacterial infections in the community, as well as in healthcare systems. In renal insufficiency—especially stages 2–5 chronic kidney disease (CKD) and in dialysis—UTIs are frequent due to impaired immunity, and metabolic imbalances, and often require nuanced management. Escherichia coli remains the most common pathogen, though others like Proteus, Pseudomonas, and Enterococcus are also implicated in the infection. Clinical diagnosis relies on pyuria, bacteriuria, and the presence of symptoms; however, urine tests can be misleading, especially in oliguria or anuria. Treatment follows standard UTI guidelines, but antibiotics must be adjusted for the estimated glomerular filtration rate (eGFR) and dialysis clearance to avoid toxicity. Nephrotoxic agents (aminoglycosides, polymyxins) are used cautiously; Nitrofurantoin and Trimethoprim-Sulfamethoxazole are often avoided due to low urinary excretion and accumulation risk.[1]Reference(s):1.&nbsp;https://pmc.ncbi.nlm.nih.gov/articles/PMC8777485/",427,86,"0,0,0,0,0,0,0"
46447,8889,Hypertension in CKD,"Chronic kidney disease (CKD) and hypertension (HTN) have a complex, bidirectional relationship as declining kidney function increases blood pressure, while persistent hypertension worsens CKD. This cycle is well established in clinical and experimental research. In the Chronic Renal Insufficiency Cohort (CRIC) study of 3612 adults with CKD, 86 percent had hypertension compared to 29 percent in the general population. As CKD progresses, hypertension becomes more common and difficult to control.[1]&nbsp;Intensive blood pressure lowering reduces kidney failure risk by 17 percent and end stage kidney disease by 18 percent, especially in those with proteinuria.&nbsp;[2]&nbsp;Management includes addressing renal pathology, setting blood pressure targets, and using lifestyle and medical therapies.Reference(s):1.&nbsp;https://pmc.ncbi.nlm.nih.gov/articles/PMC4445132/2.&nbsp;https://pmc.ncbi.nlm.nih.gov/articles/PMC3735743/",192,29,"0,0,0,0,0,0,0"
46449,8890,Cardiorenal Syndrome,"Cardiorenal syndrome refers to the interdependent dysfunction of the heart and kidneys, where acute or chronic dysfunction in one organ induces dysfunction in the other. The pathophysiology is complex, involving the renin-angiotensin-aldosterone system (RAAS), nitric oxide-reactive oxygen species (NO-ROS) imbalance, inflammation, and sympathetic activation.[1]Five types of cardiorenal syndrome are recognized, each defined by the primary organ dysfunction, with a novel sixth type, chronic secondary cardiorenal syndrome, also proposed. Patient history, clinical examination, and management aid in understanding the condition, while specific biomarkers for the heart and kidneys play a crucial role in diagnosis. Ultrasound is preferred for imaging, although MRI and nuclear imaging are also utilized. Key management strategies include decongestive therapies, ionotropic therapy, and RAAS inhibition, with specific treatment algorithms suggested by the cardio-renal dysfunction study group.[2]Reference(s):1.&nbsp;https://pmc.ncbi.nlm.nih.gov/articles/PMC9179008/2.&nbsp;https://www.ahajournals.org/doi/10.1161/CIR.0000000000001063",1230,362,"0,0,0,0,0,0,0"
46451,8892,Proteinuria in Chronic Kidney Disease,"Proteinuria, the presence of excess protein in the urine, is a key indicator of kidney damage in chronic kidney disease (CKD). It occurs due to glomerular injury, which increases the permeability of the filtration barrier and allows proteins like albumin to enter the urine.[1]&nbsp;Proteinuria is both a marker of kidney dysfunction and a risk factor for disease progression. The level of proteinuria is directly related to the severity of kidney damage and the risk of progressing to end stage renal disease.&nbsp;[2]Management includes controlling blood pressure, especially with angiotensin converting enzyme inhibitors or angiotensin receptor blockers, along with tight blood sugar control in diabetic patients, lifestyle changes, and regular monitoring of protein levels to evaluate CKD progression and treatment response.Reference(s):1.&nbsp;https://www.nature.com/articles/s41598-024-64833-82.&nbsp;https://pmc.ncbi.nlm.nih.gov/articles/PMC9380095/",142,45,"0,0,0,0,0,0,0"
46452,8893,Anemia in CKD,"Anemia is a common complication in chronic kidney disease (CKD), affecting a significant portion of patients with advanced stages. It primarily results from decreased erythropoietin production by the kidneys, which is essential for red blood cell production.[1]Additionally, CKD often leads to iron deficiency, inflammation, and shortened red blood cell lifespan, all contributing to anemia. Symptoms include fatigue, weakness, and pallor. Management includes erythropoiesis-stimulating agents (ESAs) to stimulate red blood cell production, alongside iron supplementation to address iron deficiency.[2]In some cases, blood transfusions may be necessary. Early detection and treatment are crucial to improving quality of life and preventing complications like cardiovascular disease. Regular monitoring of hemoglobin levels is important for optimal management in CKD patients.Reference(s):1.&nbsp;https://www.frontiersin.org/journals/medicine/articles/10.3389/fmed.2021.642296/full2.&nbsp;https://pmc.ncbi.nlm.nih.gov/articles/PMC9924302/",570,168,"0,0,0,0,0,0,0"
46454,8895,Hypertension in CKD,"Chronic kidney disease (CKD) and hypertension (HTN) have a complex, bidirectional relationship as declining kidney function increases blood pressure, while persistent hypertension worsens CKD. This cycle is well established in clinical and experimental research. In the Chronic Renal Insufficiency Cohort (CRIC) study of 3612 adults with CKD, 86 percent had hypertension compared to 29 percent in the general population. As CKD progresses, hypertension becomes more common and difficult to control.[1]Intensive blood pressure lowering reduces kidney failure risk by 17 percent and end stage kidney disease by 18 percent, especially in those with proteinuria.&nbsp;[2]Management includes addressing renal pathology, setting blood pressure targets, and using lifestyle and medical therapies.Reference(s):1.&nbsp;https://pmc.ncbi.nlm.nih.gov/articles/PMC4445132/2.&nbsp;https://pmc.ncbi.nlm.nih.gov/articles/PMC3735743/",91,30,"0,0,0,0,0,0,0"
46455,8896,Anemia in Chronic Kidney Disease,"Anemia is a common complication of chronic kidney disease (CKD).[1]&nbsp;Anemia refers to a decrease in the number of RBCs or the amount of hemoglobin in the blood. It is relatively uncommon in stages 1-2 of CKD; however, almost 90% of patients with a glomerular filtration rate (GFR) less than 30 mL/min are anemic. Also, the prevalence of anemia in CKD increases as the CKD stage increases. For the evaluation of anemia in CKD, the initial tests must include a variety of tests, including complete blood count (CBC), serum ferritin, serum transferrin saturation (TSAT), absolute reticulocyte count, serum vitamin B12 and folate levels. Iron therapy is a commonly adopted approach for the treatment of anemia in CKD.[2]Reference(s):1.&nbsp;https://pmc.ncbi.nlm.nih.gov/articles/PMC11200696/2.&nbsp;https://pmc.ncbi.nlm.nih.gov/articles/PMC7863960/",240,51,"0,0,0,0,0,0,0"
46456,8897,Challenges and Best Practices for Managing Anemia in Non-Dialysis Chronic Kidney Diseases Patient,"Chronic kidney disease (CKD) is extremely common and has emerged as one of the leading non-communicable causes of death worldwide. It has been substantiated that approximately 1 in 10 individuals are affected by CKD. Anemia is a common complication in CKD, and is associated with a reduced quality of life, and an increased morbidity and mortality.[1]In CKD, anemia develops when the glomerular filtration rate (GFR) decreases to &lt; 60 mL/min/1.73 m2. With CKD disease progression, the prevalence of anemia increases. Common symptoms of anemia in CKD include dyspnea, fatigue, generalized weakness, headache, decreased concentration, dizziness, and reduced exercise tolerance. Moreover, up to 60% of patients with non-dialysis dependent CKD develop anemia and around 50% of patients with non-dialysis dependent CKD have iron deficiency.Reference(s):1.&nbsp;https://pmc.ncbi.nlm.nih.gov/articles/PMC8032930/",476,132,"0,0,0,0,0,0,0"
46457,8898,Hypertension in CKD,"Chronic kidney disease (CKD) and hypertension (HTN) have a complex, bidirectional relationship as declining kidney function increases blood pressure, while persistent hypertension worsens CKD. This cycle is well established in clinical and experimental research. In the Chronic Renal Insufficiency Cohort (CRIC) study of 3612 adults with CKD, 86 percent had hypertension compared to 29 percent in the general population. As CKD progresses, hypertension becomes more common and difficult to control.[1]&nbsp;Intensive blood pressure lowering reduces kidney failure risk by 17 percent and end stage kidney disease by 18 percent, especially in those with proteinuria.&nbsp;[2]&nbsp;Management includes addressing renal pathology, setting blood pressure targets, and using lifestyle and medical therapies.Reference(s):1.&nbsp;https://pmc.ncbi.nlm.nih.gov/articles/PMC4445132/2.&nbsp;https://pmc.ncbi.nlm.nih.gov/articles/PMC3735743/",265,88,"0,0,0,0,0,0,0"
46458,8899,Diabetic Kidney Disease,"Diabetic kidney disease (DKD) is the leading cause of chronic kidney disease (CKD) and end-stage renal disease. DKD develops in around 40% of patients with type 2 diabetes mellitus (T2DM) and 30% of patients with type 1 diabetes (T1D).[1]&nbsp;It is a progressive condition marked by declining kidney function and increased albumin in the urine. The use of estimated glomerular filtration rate (eGFR) and urine albumin-to-creatinine ratio (UACR) is essential, even in patients who may not show overt symptoms like proteinuria. Tight glycemic control, blood pressure management, and renin-angiotensin system (RAS) blockade using angiotensin-converting-enzyme (ACE) inhibitors or angiotensin receptor blockers (ARBs) are crucial to slow the progression of DKD.Reference(s):1.&nbsp;https://www.sciencedirect.com/science/article/pii/S221339842030155X",786,214,"0,0,0,0,0,0,0"
46459,8900,Challenges and Best Practices for Managing Anemia in Non-Dialysis Chronic Kidney Diseases Patient,"Chronic kidney disease (CKD) is extremely common and has emerged as one of the leading non-communicable causes of death worldwide. It has been substantiated that approximately 1 in 10 individuals are affected by CKD. Anemia is a common complication in CKD, and is associated with a reduced quality of life, and an increased morbidity and mortality.[1]&nbsp;In CKD, anemia develops when the glomerular filtration rate (GFR) decreases to &lt; 60 mL/min/1.73 m2. With CKD disease progression, the prevalence of anemia increases. Common symptoms of anemia in CKD include dyspnea, fatigue, generalized weakness, headache, decreased concentration, dizziness, and reduced exercise tolerance. Moreover, up to 60% of patients with non-dialysis dependent CKD develop anemia and around 50% of patients with non-dialysis dependent CKD have iron deficiency.Reference(s):1.&nbsp;https://pmc.ncbi.nlm.nih.gov/articles/PMC8032930/",255,66,"0,0,0,0,0,0,0"
46460,8901,Anemia in CKD,"Anemia is a common complication in chronic kidney disease (CKD), affecting a significant portion of patients with advanced stages. It primarily results from decreased erythropoietin production by the kidneys, which is essential for red blood cell production.1 Additionally, CKD often leads to iron deficiency, inflammation, and shortened red blood cell lifespan, all contributing to anemia. Symptoms include fatigue, weakness, and pallor. Management includes erythropoiesis-stimulating agents (ESAs) to stimulate red blood cell production, alongside iron supplementation to address iron deficiency.2 In some cases, blood transfusions may be necessary. Early detection and treatment are crucial to improving quality of life and preventing complications like cardiovascular disease. Regular monitoring of hemoglobin levels is important for optimal management in CKD patients.",287,34,"0,0,0,0,0,0,0"
46461,8902,Hypertension in CKD,"Chronic kidney disease (CKD) and hypertension (HTN) have a complex, bidirectional relationship as declining kidney function increases blood pressure, while persistent hypertension worsens CKD. This cycle is well established in clinical and experimental research. In the Chronic Renal Insufficiency Cohort (CRIC) study of 3612 adults with CKD, 86 percent had hypertension compared to 29 percent in the general population. As CKD progresses, hypertension becomes more common and difficult to control.[1]Intensive blood pressure lowering reduces kidney failure risk by 17 percent and end stage kidney disease by 18 percent, especially in those with proteinuria.&nbsp;[2]Management includes addressing renal pathology, setting blood pressure targets, and using lifestyle and medical therapies.Reference(s):1.&nbsp;https://pmc.ncbi.nlm.nih.gov/articles/PMC4445132/2.&nbsp;https://pmc.ncbi.nlm.nih.gov/articles/PMC3735743/",86,24,"0,0,0,0,0,0,0"
46462,8903,Nutritional Management of Chronic Kidney Disease and Dialysis,"Chronic kidney disease (CKD) is a global public health issue affecting approximately 5%–15% of the population, with a growing number progressing to end-stage renal disease (ESRD) requiring dialysis.[1]&nbsp;Nutritional management plays a critical role across all stages of CKD. Early intervention targets modifiable risk factors such as obesity, diabetes, and hypertension through dietary adjustments, including reduced salt intake, increased fruits and vegetables, and lower saturated fat consumption. As eGFR declines, patients may develop dyslipidemia, anemia, and acidosis, requiring reduced animal protein intake, increased consumption of unsaturated fats and whole grains, and careful fluid management. In advanced stages of kidney failure, malnutrition, inflammation, and mineral-bone disorder become major concerns. Nutritional strategies include limiting fluid intake and dietary phosphate, optimizing protein quality and quantity, and introducing oral nutrition supplements when intake or weight declines. Tailored dietary approaches, along with regular monitoring, are essential to slow CKD progression and improve patient outcomes.[2]Reference(s):1.&nbsp;https://pmc.ncbi.nlm.nih.gov/articles/PMC5372871/2.&nbsp;https://www.ajkd.org/article/S0272-6386(21)00764-2/fulltext&nbsp;",1075,313,"0,0,0,0,0,0,0"
46821,9161,Hypertension in CKD,"Chronic kidney disease (CKD) and hypertension (HTN) have a complex, bidirectional relationship as declining kidney function increases blood pressure, while persistent hypertension worsens CKD. This cycle is well established in clinical and experimental research. In the Chronic Renal Insufficiency Cohort (CRIC) study of 3612 adults with CKD, 86 percent had hypertension compared to 29 percent in the general population. As CKD progresses, hypertension becomes more common and difficult to control.[1]&nbsp;Intensive blood pressure lowering reduces kidney failure risk by 17 percent and end stage kidney disease by 18 percent, especially in those with proteinuria.&nbsp;[2]&nbsp;Management includes addressing renal pathology, setting blood pressure targets, and using lifestyle and medical therapies.Reference(s):1.&nbsp;https://pmc.ncbi.nlm.nih.gov/articles/PMC4445132/&nbsp;2.&nbsp;https://pmc.ncbi.nlm.nih.gov/articles/PMC3735743/",774,232,"0,0,0,0,0,0,0"
46823,9162,Anaemia in CKD,"Anaemia is a common complication in chronic kidney disease (CKD), affecting a significant portion of patients with advanced stages. It primarily results from decreased erythropoietin production by the kidneys, which is essential for red blood cell production.[1]&nbsp;Additionally, CKD often leads to iron deficiency, inflammation, and shortened red blood cell lifespan, all contributing to anaemia. Symptoms include fatigue, weakness, and pallor. Management includes erythropoiesis-stimulating agents (ESAs) to stimulate red blood cell production, alongside iron supplementation to address iron deficiency.[2]&nbsp;In some cases, blood transfusions may be necessary. Early detection and treatment are crucial to improving quality of life and preventing complications like cardiovascular disease. Regular monitoring of haemoglobin levels is important for optimal management in CKD patients.Reference(s):1.&nbsp;https://www.frontiersin.org/journals/medicine/articles/10.3389/fmed.2021.642296/full&nbsp;2.&nbsp;https://pmc.ncbi.nlm.nih.gov/articles/PMC9924302/",873,261,"0,0,0,0,0,0,0"
46873,9202,Proteinuria in Chronic Kidney Disease,"Proteinuria, the presence of excess protein in the urine, is a key indicator of kidney damage in chronic kidney disease (CKD). It occurs due to glomerular injury, which increases the permeability of the filtration barrier and allows proteins like albumin to enter the urine.[1]&nbsp;Proteinuria is both a marker of kidney dysfunction and a risk factor for disease progression. The level of proteinuria is directly related to the severity of kidney damage and the risk of progressing to end stage renal disease.&nbsp;[2]&nbsp;Management includes controlling blood pressure, especially with angiotensin converting enzyme inhibitors or angiotensin receptor blockers, along with tight blood sugar control in diabetic patients, lifestyle changes, and regular monitoring of protein levels to evaluate CKD progression and treatment response.Reference(s):1.&nbsp;https://www.nature.com/articles/s41598-024-64833-82.&nbsp;https://pmc.ncbi.nlm.nih.gov/articles/PMC9380095/",810,174,"0,0,0,0,0,0,0"
46876,9204,Challenges and Best Practices for Managing Anemia in Non-Dialysis Chronic Kidney Disease,"Chronic kidney disease (CKD) is extremely common and has emerged as one of the leading non-communicable causes of death worldwide. It has been substantiated that approximately 1 in 10 individuals are affected by CKD. Anemia is a common complication in CKD, and is associated with a reduced quality of life, and an increased morbidity and mortality.[1]&nbsp;In CKD, anemia develops when the glomerular filtration rate (GFR) decreases to &lt; 60 mL/min/1.73 m2. With CKD disease progression, the prevalence of anemia increases. Common symptoms of anemia in CKD include dyspnea, fatigue, generalized weakness, headache, decreased concentration, dizziness, and reduced exercise tolerance. Moreover, up to 60% of patients with non-dialysis dependent CKD develop anemia and around 50% of patients with non-dialysis dependent CKD have iron deficiency.&nbsp;Reference(s):1.&nbsp;https://pmc.ncbi.nlm.nih.gov/articles/PMC8032930/&nbsp;",1258,289,"0,0,0,0,0,0,0"
46878,9206,Anemia in CKD,"Anemia is a common complication in chronic kidney disease (CKD), affecting a significant portion of patients with advanced stages. It primarily results from decreased erythropoietin production by the kidneys, which is essential for red blood cell production.[1]&nbsp;Additionally, CKD often leads to iron deficiency, inflammation, and shortened red blood cell lifespan, all contributing to anemia. Symptoms include fatigue, weakness, and pallor. Management includes erythropoiesis-stimulating agents (ESAs) to stimulate red blood cell production, alongside iron supplementation to address iron deficiency.[2]&nbsp;In some cases, blood transfusions may be necessary. Early detection and treatment are crucial to improving quality of life and preventing complications like cardiovascular disease. Regular monitoring of hemoglobin levels is important for optimal management in CKD patients.Reference(s):1.&nbsp;https://www.frontiersin.org/journals/medicine/articles/10.3389/fmed.2021.642296/full2.&nbsp;https://pmc.ncbi.nlm.nih.gov/articles/PMC9924302/",768,232,"0,0,0,0,0,0,0"
46880,9208,Conventional and Novel Therapies for Treating Iron Deficiency Anemia in ND-CKD,"Iron deficiency anemia (IDA) is a common complication in non-dialysis chronic kidney disease (ND-CKD) patients, often exacerbated by inflammation and impaired iron utilization. Treatment strategies involve identifying absolute vs. functional iron deficiency using indicators like TSAT and ferritin levels.[1]&nbsp;Conventional therapies include oral iron supplements and intravenous (IV) iron, but these come with risks such as iron overload and oxidative stress. Novel therapies include Ferric citrate (FC), which regulates iron absorption and is FDA-approved for ND-CKD patients, Ferric maltol for patients with inflammatory bowel disease, and Ferric pyrophosphate citrate (FPC), which is delivered via dialysate for hemodialysis patients. Liposomal and Sucrosomial iron offer promising results by bypassing the gastrointestinal tract, reducing side effects, and improving hemoglobin levels.[2]&nbsp;These emerging therapies provide safer, more effective alternatives for managing IDA in CKD.Reference(s):1.&nbsp;https://karger.com/aha/article-abstract/142/1/44/15533/Iron-Deficiency-Anemia-in-Chronic-Kidney-Disease?redirectedFrom=fulltext2.&nbsp;https://pmc.ncbi.nlm.nih.gov/articles/PMC10305423/",607,170,"0,0,0,0,0,0,0"
49489,10398,Acute Kidney Injury,"Acute kidney injury (AKI) is defined as an abrupt (within hours) reduction in kidney function, which encompasses both injury (structural damage) and impairment (loss of function). Many patients with AKI have a mixed etiology where sepsis, ischemic, and nephrotoxicity often co-exist and complicate recognition and treatment.[1]&nbsp;Common signs and symptoms of AKI include decreased urine output, edema, dyspnea, fatigue, and loss of appetite. Hyperkalemia, hyponatremia, and intravascular overload are common complications of AKI. Management is based on treating the underlying cause of AKI, but supportive care—via fluid management, vasopressor therapy, kidney replacement therapy (KRT), and more—is also crucial.[2]Reference(s):1.&nbsp;https://pmc.ncbi.nlm.nih.gov/articles/PMC5198510/#sec152.&nbsp;https://pmc.ncbi.nlm.nih.gov/articles/PMC11084889/",792,37,"0,0,0,1,1,0,0"
49493,10399,Proteinuria in Chronic Kidney Disease,"Proteinuria, the presence of excess protein in urine, is a significant marker of kidney damage in chronic kidney disease (CKD). It results from glomerular injury, leading to increased permeability of the filtration barrier, allowing proteins like albumin to pass into the urine.[1]&nbsp;Proteinuria is both a sign of kidney dysfunction and a risk factor for disease progression. The amount of proteinuria correlates with the severity of kidney damage and can predict the progression to end-stage renal disease. Managing proteinuria involves controlling blood pressure, particularly with angiotensin-converting enzyme inhibitors (ACE inhibitors) or angiotensin receptor blockers (ARBs), which help reduce protein leakage.[2]&nbsp;Tight glycemic control in diabetic patients and lifestyle modifications are also crucial. Regular monitoring of protein levels is essential for assessing CKD progression and treatment effectiveness.Reference(s):1.&nbsp;https://www.nature.com/articles/s41598-024-64833-82.&nbsp;https://pmc.ncbi.nlm.nih.gov/articles/PMC9380095/",791,39,"0,0,2,1,1,1,1"
49517,10400,Challenges and Best Practices for Managing Anemia in Non-Dialysis Chronic Kidney Diseases Patient,"Chronic kidney disease (CKD) is extremely common and has emerged as one of the leading non-communicable causes of death worldwide. It has been substantiated that approximately 1 in 10 individuals are affected by CKD. Anemia is a common complication in CKD, and is associated with a reduced quality of life, and an increased morbidity and mortality.[1]&nbsp;In CKD, anemia develops when the glomerular filtration rate (GFR) decreases to &lt; 60 mL/min/1.73 m2. With CKD disease progression, the prevalence of anemia increases. Common symptoms of anemia in CKD include dyspnea, fatigue, generalized weakness, headache, decreased concentration, dizziness, and reduced exercise tolerance. Moreover, up to 60% of patients with non-dialysis dependent CKD develop anemia and around 50% of patients with non-dialysis dependent CKD have iron deficiency.Reference(s):1.&nbsp;https://pmc.ncbi.nlm.nih.gov/articles/PMC8032930/",1682,28,"0,0,0,0,0,0,2"
49670,10410,Ferric Carboxymaltose for Oncology Hematology,"Parenteral iron preparations, like Ferric carboxymaltose (FCM), are commonly used to manage moderate-to-severe iron deficiency anemia.[1]&nbsp;FCM is a novel intravenous iron formulation offering rapid correction of iron deficiency anemia and effective iron store replenishment, making it valuable for cancer patients. It delivers up to 1000 mg iron in a single, 15‑minute dose, facilitating swift hemoglobin recovery and improving patient outcomes. FCM demonstrates safety and tolerance comparable to traditional treatments, with fewer gastrointestinal side effects than oral iron. Its controlled-release mechanism reduces free iron-related toxicity. For oncology and hematology patients who often exhibit treatment-related anemia, FCM provides a convenient, efficient, and well-tolerated therapeutic option.Reference(s):1.&nbsp;https://pmc.ncbi.nlm.nih.gov/articles/PMC9189149/",151,14,"7,0,0,0,0,0,0"
49671,10411,Acute Kidney Injury,"Acute kidney injury (AKI) is defined as an abrupt (within hours) reduction in kidney function, which encompasses both injury (structural damage) and impairment (loss of function). Many patients with AKI have a mixed etiology where sepsis, ischemic, and nephrotoxicity often co-exist and complicate recognition and treatment.[1]&nbsp;Common signs and symptoms of AKI include decreased urine output, edema, dyspnea, fatigue, and loss of appetite. Hyperkalemia, hyponatremia, and intravascular overload are common complications of AKI. Management is based on treating the underlying cause of AKI, but supportive care—via fluid management, vasopressor therapy, kidney replacement therapy (KRT), and more—is also crucial.[2]Reference(s):1.&nbsp;https://pmc.ncbi.nlm.nih.gov/articles/PMC5198510/#sec152.&nbsp;https://pmc.ncbi.nlm.nih.gov/articles/PMC11084889/",351,23,"3,12,0,2,1,0,0"
49672,10412,Conventional and Novel Therapies for Treating Iron Deficiency Anemia in ND-CKD,"Iron deficiency anemia (IDA) is a common complication in non-dialysis chronic kidney disease (ND-CKD) patients, often exacerbated by inflammation and impaired iron utilization. Treatment strategies involve identifying absolute vs. functional iron deficiency using indicators like TSAT and ferritin levels.[1]Conventional therapies include oral iron supplements and intravenous (IV) iron, but these come with risks such as iron overload and oxidative stress. Novel therapies include Ferric citrate (FC), which regulates iron absorption and is FDA-approved for ND-CKD patients, Ferric maltol for patients with inflammatory bowel disease, and Ferric pyrophosphate citrate (FPC), which is delivered via dialysate for hemodialysis patients. Liposomal and Sucrosomial iron offer promising results by bypassing the gastrointestinal tract, reducing side effects, and improving hemoglobin levels.[2]&nbsp;These emerging therapies provide safer, more effective alternatives for managing IDA in CKD.Reference(s):1.&nbsp;https://karger.com/aha/article-abstract/142/1/44/15533/Iron-Deficiency-Anemia-in-Chronic-Kidney-Disease?redirectedFrom=fulltext2.&nbsp;https://pmc.ncbi.nlm.nih.gov/articles/PMC10305423/",266,20,"1,5,11,0,0,0,0"
49673,10413,GFR Measurement,"Glomerular filtration rate (GFR) is widely accepted as the best index of kidney function in health and disease, and accurate values are required for optimal decision-making. Estimated GFR has been included in clinical practice guidelines to enable physicians to identify patients with chronic kidney disease (CKD) to enable earlier interventions to slow the progression of the disease.[1]&nbsp;Measured GFR using urinary or plasma clearance of exogenous filtration markers is considered the gold standard for evaluation of kidney function but is not routinely available. Inulin, creatinine, and urea are candidate markers of GFR. Additionally, a number of radiolabelled chelates have been used to assess GFR. It is recommended that CKD be classified based on the GFR category and the albuminuria category.[2]Reference(s):1.&nbsp;https://www.ajkd.org/article/S0272-6386(08)01235-3/fulltext2.&nbsp;https://pmc.ncbi.nlm.nih.gov/articles/PMC4089693/",808,25,"3,1,1,0,4,10,0"
49685,10414,Nephrotic Syndrome,"Nephrotic syndrome is characterized by hypoalbuminemia, severe proteinuria, and peripheral edema, usually in conjunction with hyperlipidemia.[1]&nbsp;The condition may be idiopathic or can originate due to diverse secondary causes. Nephrotic syndrome may also give rise to complications, such as infections, hypocalcemia, bone abnormalities, hyperlipidemia, atherosclerosis, hypercoagulability, and hypovolemia. For diagnosis, blood tests, including serum albumin, total cholesterol and triglycerides, and creatinine assessment, are warranted. Testing for secondary causes is also recommended. Imaging tests include ultrasonography, renal biopsy tests, and autoantibodies against PLAR.[2]&nbsp;Management involves edema control via fluid and dietary restriction coupled with loop diuretics. Hospital admission may be needed for unresponsive patients.Reference(s):1.&nbsp;https://pmc.ncbi.nlm.nih.gov/articles/PMC10924861/2.&nbsp;https://www.ncbi.nlm.nih.gov/books/NBK470444/",466,35,"1,0,5,21,0,0,1"
